Fecha,Feriado,place_id_dataGoogleMaps,place_name_dataGoogleMaps,review_id_hash_dataGoogleMaps,rating_dataGoogleMaps,review_text_dataGoogleMaps,published_at_dataGoogleMaps,response_from_owner_text_dataGoogleMaps,response_from_owner_ago_dataGoogleMaps,response_from_owner_date_dataGoogleMaps,review_likes_count_dataGoogleMaps,total_number_of_reviews_by_reviewer_dataGoogleMaps,total_number_of_photos_by_reviewer_dataGoogleMaps,is_local_guide_dataGoogleMaps,review_translated_text_dataGoogleMaps,response_from_owner_translated_text_dataGoogleMaps,Ciudad_dataClima,Latitud_dataClima,Longitud_dataClima,Forecast_dataClima,Temperatura Promedio (°C)_dataClima,Temperatura Maxima (°C)_dataClima,Temperatura Minima (°C)_dataClima,Precipitación (mm)_dataClima,Nieve (cm)_dataClima,Humedad(%)_dataClima,Visibilidad (km)_dataClima,Velocidad Viento(m/s)_dataClima,Amanecer (s)_dataClima,Atardecer (s)_dataClima,Forecast Time_dataClima,Usuario_dataTiktok,Descripción_dataTiktok,Vistas_dataTiktok,Hashtags_dataTiktok,Origen_dataTiktok,user,device_timestamp,like_count,comment_count
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,2638bd1072e4e813b6d365921cbbdbbe,5.0,Hermoso lugar y paisajes impactantes,a year ago,,,,0.0,403.0,626.0,True,Beautiful place and stunning landscapes,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,a4c9d8797c190a62a2d7a24b7541d9b1,5.0,"Hermoso lugar, linda playita!",a year ago,,,,0.0,198.0,303.0,True,"Beautiful place, nice little beach!",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,6c318884bb1e7e3b08f1278e6cc80a33,5.0,Es una playa limpia y un paisaje maravilloso!!!,a year ago,,,,0.0,32.0,398.0,False,It is a clean beach and a wonderful landscape!!!,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,ad378e034876d97e71b15932cf0aae37,5.0,Un lugar de ensueno aun lloviendo...,a year ago,,,,0.0,354.0,38.0,True,A dream place even raining...,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,b8446546cb731a3d165438f437d9566f,5.0,"Deslumbrante lugar, una vista inigualable",a year ago,,,,0.0,186.0,6.0,True,"Dazzling place, an unparalleled view",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,1247f00923284af5c7adb9f32d8a7119,5.0,Que lindo... Gracias barba por darnos tanta belleza....!!!,a year ago,,,,0.0,213.0,541.0,True,How cute... Thank you beard for giving us so much beauty....!!!,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,80dfa4ee1d6678b4737481b9197bb83a,5.0,Muy lindas playa.,a year ago,,,,0.0,101.0,250.0,True,Very nice beach.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,99196ecafb8638411cf1201b86df47d9,5.0,Un paraiso! Sin dudas lo mas lindo de villa la angostura!,a year ago,,,,0.0,423.0,2534.0,True,A paradise! Without a doubt the most beautiful thing about Villa La Angostura!,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,a46b3aa0d90c8eb0b8f1726f34608e7c,5.0,Muy lindo lugar,a year ago,,,,0.0,163.0,106.0,True,Very nice place,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,391fc72f9ed1ab6f42802ce05a5c07d5,5.0,"Que puedo decir que no muestren las postales, me emociona hasta las lagrimas!!",a year ago,,,,0.0,222.0,114.0,True,"What can I say that doesnt show the postcards, it moves me to tears!!",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,7350848c0f0f6a5fab9020aae0e26af1,5.0,"Cerca de la ciudad,muy lindo",a year ago,,,,0.0,198.0,52.0,True,"Close to the city, very nice",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,29375489655d75ad2fbd2cf99f66d234,5.0,Muy organizado y con mucha informacion al alcance de la mano,a year ago,,,,0.0,4.0,2.0,False,Very organized and with a lot of information at your fingertips,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,cf3328d90e0b23bffc6ff9096500ede9,5.0,Un lugar hermosos,a year ago,,,,0.0,17.0,,True,A beautiful place,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,c3b923802ac2688cb57dc64e8f5a94da,5.0,Esta bueno para banarse,a year ago,,,,0.0,51.0,85.0,True,Its good for bathing,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,1cafc2883856f263bf099e5aa99c287f,5.0,Hermoso paisaje...,a year ago,,,,0.0,63.0,11.0,True,Beautiful landscape...,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,e36a8667b878762a73d87173c8774bb6,5.0,Un sueno ese lugar!! Para tomar unos mates,a year ago,,,,0.0,45.0,52.0,True,That place is a dream!! To have some mates,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,9ac477dd27a108c0419942313c065320,5.0,Muy lindos paisajes,a year ago,,,,0.0,41.0,93.0,False,Very nice landscapes,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,c257a705f9b8c2c65780906b545b7925,5.0,"Bellisima bahia ....si buscas naturaleza,es el lugar",a year ago,,,,0.0,31.0,105.0,True,"Beautiful bay....if you are looking for nature, it is the place",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,ae933151e7465bba3de00634e54eae0c,5.0,Lugar espectacular!!! Hermoso...,a year ago,,,,0.0,40.0,68.0,False,Spectacular place!!! Beautiful...,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,0b951ccfadf672dfa51569c46fbcdb4e,5.0,Hermoso lugar para compartir en familia.,a year ago,,,,0.0,98.0,37.0,True,Beautiful place to share with the family.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,69d40df6fbf8236ac52b688de76d490d,5.0,"Hermoso lugar, tranquilo para pasar el dia !",a year ago,,,,0.0,16.0,22.0,True,"Beautiful, quiet place to spend the day!",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,7eaa1b71000249ffa7d036604ac7f90c,5.0,"No hay piedras, se puede aprovechar 100% la playa ...me encanto",a year ago,,,,0.0,35.0,163.0,False,"There are no stones, you can take advantage of the beach 100%...I loved it",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,c78fd38b361d747f7bdd259fc374763a,5.0,El lugar es hermoso digno de visitar,a year ago,,,,0.0,6.0,,False,"The place is beautiful, worth visiting.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,d8f63b8f69c0ff47ec6ecd3c73a1a1ba,5.0,Es muy lindo lugar para ir a ver el a pasear tomar unos mates tomar sol,a year ago,,,,0.0,57.0,,True,"It is a very nice place to go see it, take a walk, have some mates, sunbathe.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,c78dba398699409ea4831546504a0de0,5.0,"Es excelente , nuestro pais tiene lugares increibles, hay que saber apreciarlos y poder llegar a ellos...",a year ago,,,,0.0,147.0,,True,"It is excellent, our country has incredible places, you have to know how to appreciate them and be able to reach them...",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,b96aaf3c53138af79cb3078b54fa5179,5.0,Hermoso paisaje para tomar mates en la playita,a year ago,,,,0.0,61.0,,True,Beautiful landscape to drink mates on the beach,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,8a2020b2dd135ec1122eac7f0082de9e,5.0,"Hermosa playa en lago Puelo, hasta nos metimos al agua experiencia sin igual.",a year ago,,,,0.0,48.0,23.0,True,"Beautiful beach on Lake Puelo, we even went into the water, an unparalleled experience.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,5e24fa4ceba6310f8858b8570d92b4ba,5.0,Maravillosa vista. La playa bien cuidad,a year ago,,,,0.0,159.0,14.0,True,Wonderful view. The well-maintained beach,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,a26efeb0186707c87c0c2aaf8387a845,5.0,"Precioso lugar,un paraiso !!",a year ago,,,,0.0,33.0,1.0,True,"Beautiful place, a paradise!!",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,756a6fdfae2a90c7f204f0515114195f,5.0,Buen lugar para tomar unos mates frente al lago,a year ago,,,,0.0,66.0,4.0,True,Good place to have some mates in front of the lake,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,769ce00c89e630b32f1d6fa55ab2bc03,5.0,Hermoso,a year ago,,,,0.0,249.0,369.0,True,Beautiful,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,17ef0972c6e273bdf78968be4c18b822,5.0,Muy bonito y mas para visitantes,a year ago,,,,0.0,10.0,,False,Very nice and more for visitors,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,63714a775adce282c5dcb65e3d0bb20c,5.0,Hermoso lugar..Vista increible,a year ago,,,,0.0,32.0,29.0,False,Beautiful place..Amazing view,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,809ef732a7a156143ed7621eef1e16ca,5.0,"Un lugar de cuento de hadas, el agua del lago es un cristal, los bosques nevados y la arquitectura circundante la hacen una postal",a year ago,,,,0.0,153.0,3.0,True,"A fairy tale place, the lake water is crystal, the snowy forests and the surrounding architecture make it a postcard",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,e84daa19a629a949f07d80ec4be8536f,5.0,,a year ago,,,,0.0,70.0,185.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,a63f32c268102e4c1a75fabc5181483a,5.0,,a year ago,,,,0.0,49.0,123.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,1b3f2c33d48c1fcde4a10a904409d751,5.0,,a year ago,,,,0.0,21.0,22.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,458492f37e8e2b34eb59b321a710785e,5.0,,a year ago,,,,0.0,48.0,9.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,1d74c3ca6e2927b948290cb562d6494f,4.0,Muy lindo en general,a year ago,,,,0.0,129.0,131.0,True,Very nice overall,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,6a874262159c7b47fd8b7307003d65a0,4.0,Precioso lugar! Paz,a year ago,,,,0.0,4.0,,False,Beautiful place! Peace,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,a14e77bc2a24df79d13b6bf2ddc47ba4,4.0,Muy bueno,a year ago,,,,0.0,171.0,20.0,True,Very good,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,f23e620be416a027f4e6aad374b17f74,4.0,Hermoso lugar,a year ago,,,,0.0,322.0,306.0,True,Beautiful place,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,7e108a67aac2a848db3d7da9143f8d04,4.0,Lindo atardecer.,a year ago,,,,0.0,228.0,796.0,True,Beautiful sunset.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,9e80a7e317f9b42a0613f45771abbf88,4.0,Muy lindo,a year ago,,,,0.0,616.0,704.0,True,Very pretty,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,9f07d2462e0f754d0f0eb7dd5fec02b6,4.0,Muy lindo lugar,a year ago,,,,0.0,15.0,3.0,True,Very nice place,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,70f062ad82aac1a60346bcd6f29fab3f,4.0,Hermoso paseo,a year ago,,,,0.0,147.0,113.0,True,Beautiful walk,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,163dafabeb5f115487aabd25090bb8ec,4.0,Buenissimooo,a year ago,,,,0.0,146.0,2.0,False,Goodbye,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,0d343677b0dd72ded6ae3b41a1fed820,4.0,,a year ago,,,,0.0,29.0,265.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,60a7a0cb55e913c1b0e7d69b95990fce,4.0,,a year ago,,,,0.0,3.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,4f5553e9b09b517867203fbe1625d651,4.0,,a year ago,,,,0.0,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,5ac196df600e62e53befa106f9d4b6aa,4.0,,a year ago,,,,0.0,38.0,60.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,977c1aa4825cfb36b0c4935180d6e4c8,4.0,,a year ago,,,,0.0,3.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,3bb8562c609dbf982381145d1969d835,4.0,Hermosa vista,a year ago,,,,0.0,7.0,,False,Beautiful view,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,e2dc55d0d700dd7d46b9e09782f55e48,4.0,,a year ago,,,,0.0,2.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,cd42a2262038d95f40e209add245435c,4.0,"Excelente vistas, pide mantenimiento, gracias",a year ago,,,,0.0,43.0,,False,"Excellent views, ask for maintenance, thank you",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,2292b3ace4499a573fa03945cdafbd01,4.0,Es muy tranquilo a pesar del nombre. Muy bonita vista,a year ago,,,,0.0,377.0,54.0,True,It is very quiet despite the name. Very nice view,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,876a88539502752f8f47588fb3a65f33,5.0,,a year ago,,,,0.0,37.0,442.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,483ca3231ef9517c50b62bc0843802cf,5.0,,a year ago,,,,0.0,15.0,18.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,0422f4c696abad6c713d52eba5814bc6,5.0,,a year ago,,,,0.0,23.0,4.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,2e51e745fae73779799cce6c815d9239,5.0,,a year ago,,,,0.0,9.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,fad4dc1638d10eb07b5e079c5bea8a1b,4.0,"Hermoso lugar, linda vista. Se puede ir a tomar unos mates contemplando el lago.",a year ago,,,,0.0,29.0,20.0,False,"Beautiful place, nice view. You can go have some mates while contemplating the lake.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,,,,,
