Fecha,Feriado,place_id_dataGoogleMaps,place_name_dataGoogleMaps,review_id_hash_dataGoogleMaps,rating_dataGoogleMaps,review_text_dataGoogleMaps,published_at_dataGoogleMaps,response_from_owner_text_dataGoogleMaps,response_from_owner_ago_dataGoogleMaps,response_from_owner_date_dataGoogleMaps,review_likes_count_dataGoogleMaps,total_number_of_reviews_by_reviewer_dataGoogleMaps,total_number_of_photos_by_reviewer_dataGoogleMaps,is_local_guide_dataGoogleMaps,review_translated_text_dataGoogleMaps,response_from_owner_translated_text_dataGoogleMaps,Ciudad_dataClima,Latitud_dataClima,Longitud_dataClima,Forecast_dataClima,Temperatura Promedio (°C)_dataClima,Temperatura Maxima (°C)_dataClima,Temperatura Minima (°C)_dataClima,Precipitación (mm)_dataClima,Nieve (cm)_dataClima,Humedad(%)_dataClima,Visibilidad (km)_dataClima,Velocidad Viento(m/s)_dataClima,Amanecer (s)_dataClima,Atardecer (s)_dataClima,Forecast Time_dataClima,Usuario_dataTiktok,Descripción_dataTiktok,Vistas_dataTiktok,Hashtags_dataTiktok,Origen_dataTiktok
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,95b357c4eabc18cdf7afb872eceecae1,5.0,Hermosa vista,a year ago,,,,0.0,72.0,159.0,True,Beautiful view,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,0f745ef8da8708c636dd41adb9d52214,5.0,Unico!!!,a year ago,,,,0.0,89.0,476.0,True,Only!!!,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,6e0216a22769a3ca3463efca7e7c0052,5.0,Vale la pena el esfuerzo,a year ago,,,,0.0,181.0,1808.0,True,worth the effort,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,b9aaadc90356cb0a63a1c302ca226ec6,5.0,Me encanto,a year ago,,,,0.0,25.0,5.0,False,I loved,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,f0134e194ced576e5f4715f824fc9d15,5.0,Impresionante,a year ago,,,,0.0,19.0,2.0,True,Awesome,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,d3ea6069c53338bd8b7968a124b7eb53,5.0,,a year ago,,,,0.0,25.0,236.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,5fb9f74a8d7af4e0c68629d07e7efb11,5.0,,a year ago,,,,0.0,78.0,256.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,4d23272f8432527ce3865311fcd73132,5.0,,a year ago,,,,0.0,48.0,497.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,87479cc707a1f82b9c16990f680e54ab,5.0,,a year ago,,,,0.0,8.0,156.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,d3a50b5b21ec639e6c47a3cf3993e628,5.0,,a year ago,,,,0.0,23.0,2.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,46b425f3d1bfd8f2d10a315f66c213bd,5.0,,a year ago,,,,0.0,,,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,8754fab9ad6cf96ee2c64ac237ade4e2,5.0,,a year ago,,,,0.0,7.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,e5873da76e9c38c2f5ed32e8e7d2239d,5.0,,a year ago,,,,0.0,14.0,1.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,c05de89b785141063e7075e47cd76947,5.0,,a year ago,,,,0.0,11.0,6.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,87e195f2e80afd7e2e6ba0a571605e57,5.0,,a year ago,,,,0.0,33.0,10.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,c3f189847c249a2ec91d4650af1171f0,5.0,,a year ago,,,,0.0,44.0,12.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,fa21a079a10591d1cc6f298bcd2ed324,5.0,,a year ago,,,,0.0,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,f65f9e83ccf06831cbc238e4dcb579f1,5.0,,a year ago,,,,0.0,3.0,1.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,91a30616426d2f46f299fc056ca61a99,5.0,,a year ago,,,,0.0,8.0,90.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,218d71099337476e4c484e3e48e53ecf,5.0,,a year ago,,,,0.0,83.0,3370.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,d78f6500cb2b84d3fbb8b71f16e08413,5.0,,a year ago,,,,0.0,96.0,1341.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,fe43f166e383581e4c72fb1c9d476334,5.0,,a year ago,,,,0.0,7.0,89.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,e8a0d6f4259780716f640f44ea6e5045,5.0,,a year ago,,,,0.0,7.0,1.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,06b2fe121558c69ae1d7a9641b8d6ca3,5.0,,a year ago,,,,0.0,7.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,8a97f20c2ba387cc37dbcc578f561422,4.0,Se puede apreciar toda la bahia brava y varios cerros. El acceso a este mirador no tiene costo. El mirador esta muy bien ubicado y la plataforma esta muy bien instalada; aun asi deberian mejorar la cartelera que ya tiene anos y es poco legible.,a year ago,,,,0.0,171.0,355.0,True,"You can see the entire Brava Bay and several hills. Access to this viewpoint has no cost. The viewpoint is very well located and the platform is very well installed; Even so, they should improve the billboard, which is already years old and poorly legible.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,c78aa37dff4e3e67f411660bd82dc69e,4.0,"Si llueve/nieva vayan con cuidado, me cai unas 7 veces subiendo hasta el miradorxd",a year ago,,,,0.0,8.0,19.0,True,"If it rains/snows, be careful, I fell about 7 times going up to the viewpoint",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,fbea406579ecf9e25f9db9c7fcf1d64c,4.0,Excelente vista!!!,a year ago,,,,0.0,15.0,11.0,False,Excellent view!!!,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,942d78da5b001d52b572a3067f1bfc43,4.0,,a year ago,,,,0.0,289.0,441.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJM_mf2S2_EJYRFcQ_RJa2wMY,mirador brazo norte,13bd4fb43c82f5a433aab519a8c19cdc,1.0,Fueron 30 min de subida para llegar a un mirador tapado por arboles. Si no estuvieran los arboles la vista parece hermosa. Pero no la pudimos apreciar. Te cobran como todo en el sur el derecho de ingreso al parque,a year ago,,,,0.0,14.0,30.0,False,It was a 30 minute climb to reach a viewpoint covered by trees. If the trees werent there the view seems beautiful. But we couldnt appreciate it. They charge you like everything else in the south for the entry fee to the park,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJYxYZh8C_EJYRZmTLSvF_-9o,mirador del puerto,bf0e50e0acfd0fed7035d2a1e10d20a9,5.0,El mejor mirador de toda La Angostura,a year ago,,,,0.0,4.0,3.0,False,The best viewpoint in all of La Angostura,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJYxYZh8C_EJYRZmTLSvF_-9o,mirador del puerto,1907b0682263e4cfcd0a7530fa96e757,5.0,Es sonar despierto,a year ago,,,,0.0,85.0,123.0,True,Its daydreaming,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,13e805269ea1450865c27f642c0b1777,5.0,"Aqui se embarca para realizar el paseo del parque nacional. Recomendacion, ir temprano tanto sea para realizar el trekking o subirse a la embarcacion para recorrer esta belleza. Si solamente estas en la bahia notaras por que su nombre, el viento acaricia cada rincon y le da vida a un ambiente paradisiaco excepcional.",a year ago,,,,0.0,142.0,198.0,True,"Here you embark to take the tour of the national park. Recommendation, go early whether to trek or get on the boat to explore this beauty. If you are only in the bay you will notice why its name, the wind caresses every corner and gives life to an exceptional paradisiacal atmosphere.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,c73dba2c4aa27a64278df8f29ddf6c5c,5.0,"Uno de los puntos mas hermosos de la ciudad para ver los contrastes y atardeceres en la ciudad. Recomiendo llevar abrigo,ya que baja bastante la temperatura en cualquier epoca del ano. Tambien hay un lugar despejado para caminar y recorrer un poco la costa. El muelle cierra a las 20 hrs. Hay presencia de la guardia costera constante (prefectura)",a year ago,,,,0.0,234.0,1444.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,a0e4f4a9523358e4feaedf46aa712fa2,5.0,"Excelente para ver el atardecer. Se puede acceder al muelle sin ninguna restriccion. Hay una playa publica grande para poder sentarse y disfrutar del paisaje. En el muelle amarra el catamaran que te lleva de excursion al Parque Nacional Bosque de Arrayanes. Se pueden comprar los pasajes en el muelle, hay una oficina de la empresa (averiguar antes los horarios de las excursiones).",a year ago,,,,0.0,406.0,623.0,True,"Excellent to see the sunset. You can access the dock without any restrictions. There is a large public beach to sit and enjoy the scenery. The catamaran moors at the dock and takes you on an excursion to the Arrayanes Forest National Park. You can buy tickets at the pier, there is a company office (find out the excursion schedules in advance).",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,469abd8a073ce86a1400b490805772fb,5.0,"Muy tranquilo, el agua cristalina. A un costado hay un sector reservado para ninos y ninas de la colonia, mas alla de eso es una agradable playa para pasar el dia en familia, a tan solo 10 minutos del centro de Villa La Angostura.",a year ago,,,,0.0,4.0,5.0,True,"Very calm, crystal clear water. On one side there is a sector reserved for boys and girls of the neighborhood, beyond that it is a pleasant beach to spend the day with the family, just 10 minutes from the center of Villa La Angostura.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,77f1bae51ec37549b1f8dc4fdf6f1b91,5.0,Hermoso lugar. No pueden dejar de hacer el viaje al parque arrayanes en catamaran.,a year ago,,,,1.0,72.0,159.0,True,Beautiful place. You cannot miss the trip to Arrayanes Park by catamaran.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,abcb1ae42f53849fb8949e328cc4388a,5.0,"Hermoso. Todo muy limpio, tanto la ciudad como esta parte del muelle. Los colores de esta playa son tremendos, ambiente tranquilo... Villa La Angostura un 10/10",a year ago,,,,0.0,16.0,195.0,False,"Beautiful. Everything is very clean, both the city and part of the dock. The colors of this beach are tremendous, calm atmosphere... Villa La Angostura a 10/10",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,28ea9cb8d0255d40f8e99411d54e85a8,5.0,Sigue siendo un lugar hermoso para ir a psar un rato y contemplar semejante paisaje. Estuve de pasada con una excursion. Para mas info pueden visitar mi IG @laventanadeatras. Silvina,a year ago,,,,0.0,173.0,442.0,False,It is still a beautiful place to go spend some time and contemplate such a landscape. I was passing by on an excursion. For more information you can visit my IG @laventanadeatras. Silvina,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,31bf40c2f17e78f97bb53b1f5b1310f7,5.0,"Hermoso. El lugar esta muy cuidado y no pasa eso de estar encimado al otro como en las playas, si caminas por la orilla para zonas mas alejadas perfectamente podes estar solo o con muy poca gente",a year ago,,,,0.0,21.0,21.0,False,Beautiful. The place is very well cared for and there is no such thing as being on top of each other like on the beaches. If you walk along the shore to more remote areas you can perfectly be alone or with very few people.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,41590d0b0254e4d9b656a3c0a65c4729,5.0,"Hermoso lugar para visitar al atardecer,  queda muy cerca de Villa La Angostura asi que si andan por la zona no se lo pierdan,  sobretodo el puente sobre el rio Correntoso",a year ago,,,,0.0,103.0,150.0,True,"Beautiful place to visit at sunset, it is very close to Villa La Angostura so if you are in the area dont miss it, especially the bridge over the Correntoso River",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,2c7c4da00d3e90cc42b86f160e13dd57,5.0,En esta epoca se puede disfrutar de la belleza natural y la paz del lugar,a year ago,,,,0.0,31.0,69.0,False,During this time you can enjoy the natural beauty and peace of the place.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,279f85a4f033c52e6fd0dcd3512a933a,5.0,"Hermoso lugar, estaba nublado...con niebla... sacamos unas fotos hermosas. Cualquier epoca del ano es ideal",a year ago,,,,0.0,130.0,229.0,True,"Beautiful place, it was cloudy...foggy...we took some beautiful photos. Any time of the year is ideal",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,0f66eccd594f1c6a267f36ec4575ee19,5.0,Recomendable para disfrutar el paisaje sentado en las rocas...,a year ago,,,,0.0,210.0,242.0,True,Recommended to enjoy the landscape sitting on the rocks...,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,5cb5c30d4bcf92ac8e7cdb202f17170a,5.0,"Bello lugar para nadar, la vista increible! :)",a year ago,,,,0.0,33.0,195.0,True,"Beautiful place to swim, incredible view! :)",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,8e4ca767f59377f0a44df9318a8b4e97,5.0,"Una vista increible del lago, es de donde salen las embarcaciones para el bosque de arrayanes, con una navegacion de 45 minutos.",a year ago,,,,0.0,222.0,245.0,True,"An incredible view of the lake is where the boats leave for the myrtle forest, with a 45-minute navigation.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,37fedbc3877a89d33fbf9f13671de44f,5.0,Hermoso lugar. Tranquilo e ideal para tomar unos mates y leer un libro.,a year ago,,,,0.0,31.0,28.0,True,Beautiful place. Quiet and ideal for having some mates and reading a book.,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,ae6cadba79a73effed35ce07493474dc,5.0,"Hermoso y tranquilo lugar. La playa no estaba repleta de gente, lo que daba mucho tranquilidad. Muy cerca del muelle donde parten las excursiones al Bosque de Arrayanes e Isla Victoria, como asi tambien del ingreso para hacer el trekking hasta los miradores de Bahia Mansa y Brazo Norte. Es ideal para ir antes o despues de esos circuitos, para disfrutar del hermoso paisaje y de los contrastes de colores del lago con la vegetacion.",a year ago,,,,0.0,183.0,651.0,True,"Beautiful and quiet place. The beach was not crowded, which made it very peaceful. Very close to the pier where the excursions to the Arrayanes Forest and Victoria Island depart, as well as the entrance to trek to the Bahia Mansa and Brazo Norte viewpoints. It is ideal to go before or after these circuits, to enjoy the beautiful landscape and the contrasts of colors of the lake with the vegetation.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,c77ab04cc4c77fbd591a9aa2b6e0b1a1,5.0,Siempre un placer pasar por ahi!,a year ago,,,,0.0,91.0,129.0,True,Always a pleasure to stop by!,,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,0129916541894783c3af8c4d02cfff72,5.0,"Hermoso lugar para descansar. No se pierdan el viaje en catamaran al bosque de arrayanes. Nuestra guia fue Marina y es espectacular escucharla, aprendes mucho y es muy divertida",a year ago,,,,0.0,24.0,6.0,False,"Beautiful place to rest. Dont miss the catamaran trip to the myrtle forest. Our guide was Marina and it is spectacular to listen to her, you learn a lot and she is very fun",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,4175295257cbcd0ffa97198b88612ba9,5.0,"Una vista que vale la pena la visita. Playita, muelle, paisaje, plaza enfrente . Lindo y tranquilo lugar para pasar un rato agradable. De alli salen los catamaranes para las excursiones al Bosque de Arrayanes desde La Angostura.",a year ago,,,,0.0,78.0,24.0,True,"A sight worth the visit. Little beach, pier, landscape, square in front . Nice and quiet place to spend a pleasant time. Catamarans depart from there for excursions to the Arrayanes Forest from La Angostura.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,4caaa90daf19c5df45fd2b8c61ccba7c,5.0,"Es mansa, de brava solo el nombre. Divina,emociona tanta belleza",a year ago,,,,0.0,19.0,31.0,False,"She is meek, only the name is brave. Divine, so much beauty moves",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,53e35854802240c4918bccb7bbd60118,5.0,"Hermoso lugar! Lo negativo son las chaquetas amarillas ( avispas) que son muy molestas, estan en muchas de las playas y no te dejan en paz, muy dificil hacer un picnic o disfrutar sentado del paisaje.",a year ago,,,,0.0,88.0,7.0,False,"Beautiful place! The negative are the yellow jackets (wasps) that are very annoying, they are on many of the beaches and do not leave you alone, it is very difficult to have a picnic or sit and enjoy the landscape.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
2023-04-25,,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,32cf199ca1cecd3f650a6e5642b49199,5.0,"Hermoso lugar, el paisaje invita a pasar un momento agradable de relax y de conexion con la naturaleza.",a year ago,,,,0.0,44.0,40.0,False,"Beautiful place, the landscape invites you to spend a pleasant moment of relaxation and connection with nature.",,"Villa La Angostura, AR",-40.78,-71.66,Heavy rain at times,7.6,9.7,6.1,8.6,0.0,77.0,9.6,9.7,08:27 AM,07:02 PM,2024-04-22 19:14,,,,,
